순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"1,343,000","8,000","0.6","265,197","354,429,152,734","1,345,000","1,345,000","1,322,000","197,823,009,591,000","15.04","147,299,337","73,798,003","50.10",1971
2,005380,현대차,"251,000","3,000","1.2","527,443","132,247,139,960","254,000","254,000","248,000","55,289,396,229,000","4.20","220,276,479","96,541,049","43.83",
3,012330,현대모비스,"315,000","-3,000","-0.9","171,313","53,797,491,620","315,500","318,500","311,500","30,663,316,845,000","2.33","97,343,863","46,920,401","48.20",
4,005490,POSCO,"296,000","2,000","0.7","182,105","53,892,254,000","292,500","298,500","292,000","25,807,303,160,000","1.96","87,186,835","45,331,322","51.99",
5,000660,SK하이닉스,"36,000","-1,050","-2.8","8,110,589","292,449,138,210","37,000","37,100","35,550","25,567,232,076,000","1.94","710,200,891","322,611,338","45.43",
6,035420,NAVER,"774,000","-6,000","-0.8","158,323","122,721,302,324","781,000","784,000","766,000","25,513,113,546,000","1.94","32,962,679","19,046,048","57.78",
7,005935,삼성전자우,"1,057,000","2,000","0.2","25,441","26,714,331,000","1,050,000","1,064,000","1,032,000","24,134,932,339,000","1.84","22,833,427","18,885,029","82.71",
8,000270,기아차,"59,300","-200","-0.3","1,187,209","70,423,308,500","59,800","60,200","58,900","24,038,046,477,100","1.83","405,363,347","137,722,013","33.97",
9,015760,한국전력,"36,450","-450","-1.2","1,293,325","47,189,077,250","36,900","37,300","36,250","23,399,590,606,650","1.78","641,964,077","160,706,183","25.03",
10,055550,신한지주,"47,000","300","0.6","1,244,296","58,236,333,400","47,500","47,500","46,350","22,287,380,589,000","1.69","474,199,587","301,908,396","63.67",
11,032830,삼성생명,"100,500","500","0.5","150,541","15,198,076,244","101,000","101,500","100,500","20,100,000,000,000","1.53","200,000,000","23,666,982","11.83",
12,017670,SK텔레콤,"215,500","500","0.2","124,711","26,781,774,000","217,000","217,000","212,000","17,400,700,720,500","1.32","80,745,711","38,772,084","48.02",
13,051910,LG화학,"254,000","2,000","0.8","265,413","67,721,801,375","256,000","257,000","253,500","16,832,859,400,000","1.28","66,271,100","21,819,284","32.92",
14,009540,현대중공업,"211,000","500","0.2","159,984","33,768,130,000","211,500","212,500","210,000","16,036,000,000,000","1.22","76,000,000","13,247,477","17.43",
15,105560,KB금융,"37,250","-50","-0.1","1,162,083","43,129,465,050","37,300","37,500","36,850","14,391,600,564,250","1.09","386,351,693","242,831,394","62.85",
16,000810,삼성화재,"239,500","2,000","0.8","59,465","14,183,469,478","236,000","239,500","236,000","11,346,273,461,500","0.86","47,374,837","25,645,974","54.13",
17,096770,SK이노베이션,"122,000","0","0.0","307,372","37,739,770,000","122,000","124,500","121,500","11,280,798,808,000","0.86","92,465,564","30,831,509","33.34",
18,086790,하나금융지주,"38,900","-350","-0.9","1,208,633","47,058,963,350","39,150","39,350","38,700","11,276,879,011,800","0.86","289,894,062","186,948,313","64.49",
19,033780,KT&G,"80,000","-100","-0.1","209,159","16,734,179,900","79,800","80,400","79,200","10,983,399,760,000","0.84","137,292,497","80,547,933","58.67",
20,066570,LG전자,"64,900","500","0.8","776,563","50,338,359,800","64,500","65,100","64,500","10,620,743,128,600","0.81","163,647,814","24,405,989","14.91",
21,023530,롯데쇼핑,"335,000","1,500","0.4","45,571","15,194,415,880","333,500","335,000","331,000","10,549,448,820,000","0.80","31,490,892","4,217,959","13.39",
22,003550,LG,"57,900","400","0.7","285,295","16,483,926,515","57,300","58,200","57,300","9,991,057,884,900","0.76","172,557,131","45,298,900","26.25",
