순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"1,522,000","26,000","1.7","212,266","321,894,598,000","1,488,000","1,530,000","1,487,000","224,189,590,914,000","17.74","147,299,337","74,240,778","50.40",1940
2,005380,현대차,"218,500","-4,500","-2.0","651,035","142,310,345,500","221,000","223,000","217,000","48,130,410,661,500","3.81","220,276,479","101,001,970","45.85",
3,005490,POSCO,"349,000","500","0.1","139,580","48,896,951,000","352,000","353,500","346,500","30,428,205,415,000","2.41","87,186,835","45,155,193","51.79",
4,012330,현대모비스,"288,000","-5,500","-1.9","228,280","65,651,244,078","291,500","293,000","286,000","28,035,032,544,000","2.22","97,343,863","49,500,556","50.85",
5,000270,기아차,"56,500","-700","-1.2","1,732,430","97,984,041,200","57,100","57,200","56,300","22,903,029,105,500","1.81","405,363,347","143,449,423","35.39",
6,051910,LG화학,"330,000","1,000","0.3","171,770","56,563,102,500","329,000","332,000","326,500","21,869,463,000,000","1.73","66,271,100","23,601,561","35.61",
7,015760,한국전력,"30,450","750","2.5","2,157,470","65,713,255,300","29,600","30,650","29,600","19,547,806,144,650","1.55","641,964,077","165,428,414","25.77",
8,005935,삼성전자우,"852,000","10,000","1.2","35,804","30,527,942,000","841,000","856,000","840,000","19,454,079,804,000","1.54","22,833,427","18,829,302","82.46",
9,032830,삼성생명,"94,300","-1,500","-1.6","108,574","10,289,971,100","95,000","95,800","94,100","18,860,000,000,000","1.49","200,000,000","20,785,217","10.39",
10,055550,신한지주,"38,850","250","0.6","587,830","22,681,955,850","38,500","39,000","37,950","18,422,653,954,950","1.46","474,199,587","299,179,810","63.09",
11,009540,현대중공업,"242,000","2,000","0.8","150,361","36,483,144,000","240,000","244,000","239,500","18,392,000,000,000","1.46","76,000,000","14,655,094","19.28",
12,000660,SK하이닉스,"25,750","0","0.0","2,648,924","68,152,892,800","25,750","25,950","25,500","17,874,433,776,000","1.41","694,152,768","172,667,621","24.87",
13,096770,SK이노베이션,"174,000","500","0.3","250,161","43,718,422,500","173,000","176,000","172,500","16,089,008,136,000","1.27","92,465,564","34,107,761","36.89",
14,105560,KB금융,"37,900","300","0.8","954,400","36,018,688,400","37,200","38,050","37,200","14,642,729,164,700","1.16","386,351,693","251,176,064","65.01",
15,017670,SK텔레콤,"152,500","500","0.3","114,033","17,408,917,000","151,000","154,500","150,500","12,313,720,927,500","0.97","80,745,711","35,639,480","44.14",
16,066570,LG전자,"73,600","200","0.3","646,649","47,519,848,100","73,200","74,200","73,000","12,044,479,110,400","0.95","163,647,814","27,699,138","16.93",
17,010950,S-Oil,"104,000","-1,500","-1.4","218,100","22,797,850,500","105,000","105,500","104,000","11,708,610,368,000","0.93","112,582,792","54,079,974","48.04",
18,003550,LG,"65,200","0","0.0","239,976","15,618,930,000","65,000","65,500","64,700","11,250,724,941,200","0.89","172,557,131","44,864,827","26.00",
19,034220,LG디스플레이,"31,050","100","0.3","1,726,121","53,534,305,700","31,050","31,350","30,650","11,110,177,485,000","0.88","357,815,700","110,742,764","30.95",
20,033780,KT&G,"80,800","200","0.2","340,884","27,443,975,600","79,800","81,700","79,800","11,093,233,757,600","0.88","137,292,497","80,519,444","58.65",
21,023530,롯데쇼핑,"377,000","500","0.1","47,520","17,886,666,500","378,000","378,000","374,000","10,949,351,998,000","0.87","29,043,374","4,127,296","14.21",
22,035420,NHN,"227,000","2,000","0.9","177,147","40,102,371,500","225,500","229,000","223,500","10,924,988,808,000","0.86","48,127,704","25,336,572","52.64",
23,000810,삼성화재,"218,000","1,000","0.5","62,543","13,654,685,500","217,000","219,500","217,000","10,327,714,466,000","0.82","47,374,837","26,550,677","56.04",
24,051900,LG생활건강,"657,000","3,000","0.5","13,860","9,098,535,000","654,000","659,000","652,000","10,261,155,429,000","0.81","15,618,197","6,885,943","44.09",
25,000830,삼성물산,"62,600","500","0.8","405,224","25,288,624,900","62,100","63,000","61,800","9,779,232,026,400","0.77","156,217,764","39,483,118","25.27",
26,053000,우리금융,"11,800","0","0.0","1,090,551","12,843,243,700","11,850","11,850","11,650","9,510,981,012,000","0.75","806,015,340","197,224,379","24.47",
27,030200,KT,"35,500","0","0.0","1,027,481","36,648,686,350","35,400","35,900","35,100","9,269,469,184,000","0.73","261,111,808","125,415,558","48.03",
28,010140,삼성중공업,"38,550","850","2.2","685,969","26,401,854,400","37,650","38,950","37,600","8,900,246,130,300","0.70","230,875,386","74,290,846","32.18",
29,086790,하나금융지주,"34,700","100","0.3","752,950","26,075,216,150","34,650","35,000","34,250","8,433,826,776,100","0.67","243,049,763","156,107,159","64.23",
30,003600,SK,"179,000","2,000","1.1","164,707","29,417,461,500","178,500","181,000","175,500","8,406,164,348,000","0.67","46,961,812","15,076,992","32.10",
31,086280,현대글로비스,"221,500","1,500","0.7","47,101","10,437,103,000","221,500","224,500","219,500","8,306,250,000,000","0.66","37,500,000","9,904,215","26.41",
32,011170,호남석유,"245,500","4,000","1.7","151,851","37,425,514,500","242,000","247,500","242,000","7,821,630,000,000","0.62","31,860,000","8,424,917","26.44",
