순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"502,000","4,000","0.8","346,725","174,568,568,000","506,000","507,000","501,000","73,944,267,174,000","15.14","147,299,337","79,965,462","54.29",1758
2,005490,POSCO,"201,000","4,000","2.0","273,041","54,950,873,500","199,500","203,500","199,500","17,524,553,835,000","3.59","87,186,835","58,667,861","67.29",
3,015760,한국전력,"26,100","100","0.4","982,423","25,787,496,700","26,400","26,550","26,050","16,723,537,755,300","3.42","640,748,573","198,929,083","31.05",
4,060000,국민은행,"45,350","1,100","2.5","666,242","30,002,821,570","45,000","45,350","44,700","15,254,792,910,600","3.12","336,379,116","262,836,442","78.14",
5,034220,LG필립스LCD,"44,200","1,600","3.8","1,164,912","51,247,981,900","43,500","44,600","43,100","14,378,953,940,000","2.94","325,315,700","163,654,820","50.31",
6,017670,SK텔레콤,"171,000","0","0.0","143,123","24,568,815,500","172,000","173,000","171,000","14,069,317,581,000","2.88","82,276,711","39,506,619","48.02",
7,005380,현대차,"55,000","-300","-0.5","1,025,237","56,823,592,000","56,000","56,100","55,000","12,024,556,610,000","2.46","218,628,302","107,144,746","49.01",
8,030200,KT,"39,400","-400","-1.0","376,399","14,958,887,100","40,100","40,200","39,400","11,223,066,360,000","2.30","284,849,400","139,546,893","48.99",
9,066570,LG전자,"68,100","200","0.3","582,101","39,909,601,100","69,100","69,400","67,900","9,515,551,505,700","1.95","139,729,097","52,021,773","37.23",
10,010950,S-Oil,"78,800","1,500","1.9","153,501","11,923,616,300","77,400","78,900","76,500","8,871,524,009,600","1.82","112,582,792","53,944,494","47.92",
11,055550,신한지주,"27,200","300","1.1","908,789","24,689,821,800","27,150","27,250","27,050","8,685,477,099,200","1.78","319,319,011","202,852,701","63.53",
12,053000,우리금융,"10,000","120","1.2","1,323,493","13,202,666,000","10,100","10,100","9,880","8,060,153,400,000","1.65","806,015,340","98,594,631","12.23",
13,003600,SK,"60,000","1,400","2.4","489,889","29,137,653,000","59,000","60,000","58,400","7,687,219,320,000","1.57","128,120,322","74,186,254","57.90",
14,005935,삼성전자(1우),"333,500","1,500","0.4","25,316","8,448,495,200","336,500","337,000","332,500","7,614,947,904,500","1.56","22,833,427","18,769,048","82.20",
15,004170,신세계,"313,500","1,500","0.5","41,828","13,099,681,500","314,000","318,000","310,000","5,912,766,750,000","1.21","18,860,500","9,098,554","48.24",
16,000660,하이닉스,"13,050","100","0.8","3,588,095","47,298,744,250","13,350","13,350","13,000","5,805,496,562,850","1.19","444,865,637","20,458,102","4.60",
17,012330,현대모비스,"66,200","300","0.5","183,391","12,076,403,200","66,600","66,600","65,300","5,661,372,496,400","1.16","85,519,222","38,551,144","45.08",
18,033780,KT&G,"33,000","0","0.0","369,956","12,232,291,500","33,000","33,500","32,850","5,459,602,401,000","1.12","165,442,497","100,730,633","60.89",
19,004940,외환은행,"8,270","220","2.7","768,454","6,303,984,380","8,130","8,280","8,070","5,333,379,451,020","1.09","644,906,826","468,116,133","72.59",
20,002860,하나은행,"28,000","200","0.7","338,970","9,527,544,500","28,000","28,300","28,000","5,257,013,524,000","1.08","187,750,483","136,626,106","72.77",
