순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"659,000","-2,000","-0.3","420,541","279,036,250,881","660,000","670,000","657,000","97,070,263,083,000","13.37","147,299,337","79,287,313","53.83",1789
2,060000,국민은행,"76,500","0","0.0","792,934","60,512,170,800","77,000","77,000","75,300","25,733,002,374,000","3.54","336,379,116","287,372,965","85.43",
3,015760,한국전력,"37,800","200","0.5","866,849","32,592,433,300","37,850","37,850","37,250","24,220,296,059,400","3.34","640,748,573","191,885,687","29.95",
4,005380,현대차,"97,300","0","0.0","855,646","83,370,698,600","97,700","98,400","97,100","21,314,411,704,600","2.94","219,058,702","98,786,727","45.10",
5,005490,POSCO,"202,000","500","0.2","207,135","41,930,848,500","202,000","203,000","202,000","17,611,740,670,000","2.43","87,186,835","59,223,011","67.93",
6,053000,우리금융,"20,100","0","0.0","2,627,997","52,876,082,200","20,100","20,350","20,000","16,200,908,334,000","2.23","806,015,340","92,231,382","11.44",
7,000660,하이닉스,"35,300","2,100","6.3","12,846,374","446,050,185,750","33,350","35,300","33,350","15,806,375,251,000","2.18","447,772,670","84,080,312","18.78",
8,034220,LG필립스LCD,"42,950","0","0.0","1,251,244","54,112,003,800","43,050","43,500","42,850","15,368,184,315,000","2.12","357,815,700","193,104,184","53.97",
9,017670,SK텔레콤,"181,000","-4,500","-2.4","369,445","66,971,566,000","184,000","185,000","180,000","14,892,084,691,000","2.05","82,276,711","40,275,288","48.95",
10,055550,신한지주,"41,050","-550","-1.3","935,200","38,664,391,050","41,650","42,000","41,000","14,745,460,198,650","2.03","359,207,313","204,949,943","57.06",
11,066570,LG전자,"89,300","-400","-0.4","837,383","75,573,164,300","90,100","91,300","89,300","12,707,840,072,000","1.75","142,305,040","58,688,335","41.24",
12,030200,KT,"40,850","-250","-0.6","961,477","39,106,493,200","41,100","41,150","40,450","11,636,097,990,000","1.60","284,849,400","131,768,414","46.26",
13,005935,삼성전자(1우),"491,000","3,000","0.6","34,288","16,819,798,000","492,000","493,000","488,500","11,211,212,657,000","1.54","22,833,427","18,694,306","81.87",
14,086790,하나금융지주,"46,200","-250","-0.5","709,545","32,819,185,500","47,000","47,000","46,000","9,436,638,426,600","1.30","204,256,243","159,631,243","78.15",
15,000270,기아차,"26,550","600","2.3","2,101,711","55,659,449,550","26,000","26,750","26,000","9,218,968,580,250","1.27","347,230,455","98,208,075","28.28",
16,004940,외환은행,"14,100","500","3.7","1,985,560","27,807,344,000","13,700","14,200","13,600","9,093,186,246,600","1.25","644,906,826","478,231,995","74.16",
17,004170,신세계,"443,000","12,000","2.8","44,321","19,486,302,500","430,000","443,000","430,000","8,355,201,500,000","1.15","18,860,500","8,657,785","45.90",
18,010950,S-Oil,"70,600","400","0.6","233,113","16,377,260,800","70,100","70,600","69,800","7,948,345,115,200","1.09","112,582,792","56,290,669","50.00",
19,012330,현대모비스,"92,400","1,500","1.6","241,398","22,236,523,200","91,200","93,700","90,300","7,918,922,272,800","1.09","85,702,622","41,566,261","48.50",
