순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"46,650","-150","-0.3","14,099,635","657,784,718,850","46,250","47,150","46,200","299,461,497,255,000","16.37","6,419,324,700","3,377,537,395","52.62",2318
2,000660,SK하이닉스,"85,700","2,200","2.6","3,003,603","255,024,575,500","83,500","85,700","83,400","62,389,802,680,500","3.41","728,002,365","367,443,216","50.47",
3,068270,셀트리온,"303,500","5,500","1.8","746,639","226,492,034,500","301,000","306,500","296,500","38,057,656,560,500","2.08","125,395,903","27,760,860","22.14",
4,005935,삼성전자우,"37,650","450","1.2","1,816,522","67,632,636,375","36,600","37,650","36,600","34,021,631,850,000","1.86","903,629,000","758,906,671","83.98",
5,005490,POSCO,"329,000","7,000","2.2","235,902","77,000,959,500","326,500","329,500","319,500","28,684,468,715,000","1.57","87,186,835","50,215,377","57.60",
6,005380,현대차,"125,500","500","0.4","496,503","62,032,030,500","124,500","126,000","123,500","27,644,698,114,500","1.51","220,276,479","97,971,387","44.48",
7,207940,삼성바이오로직스,"417,000","8,000","2.0","195,473","82,123,919,500","428,500","428,500","412,000","27,590,805,000,000","1.51","66,165,000","6,285,372","9.50",
8,035420,NAVER,"763,000","16,000","2.1","155,915","117,937,464,708","750,000","764,000","748,000","25,150,524,077,000","1.38","32,962,679","19,488,056","59.12",
9,051910,LG화학,"333,500","-500","-0.2","358,347","118,279,515,865","334,500","336,500","323,000","23,542,546,390,500","1.29","70,592,343","26,800,484","37.97",
10,028260,삼성물산,"116,500","0","0.0","288,996","33,565,740,000","117,500","118,000","115,000","22,098,890,009,500","1.21","189,690,043","21,237,900","11.20",
11,105560,KB금융,"52,800","400","0.8","1,095,368","57,774,433,468","52,000","53,300","52,000","22,076,289,153,600","1.21","418,111,537","290,618,507","69.51",
12,051900,LG생활건강,"1,396,000","-28,000","-2.0","32,173","45,282,442,000","1,429,000","1,432,000","1,396,000","21,803,003,012,000","1.19","15,618,197","7,279,055","46.61",
13,012330,현대모비스,"212,000","-2,000","-0.9","177,310","37,503,896,000","214,500","215,500","208,000","20,636,898,956,000","1.13","97,343,863","47,056,534","48.34",
14,015760,한국전력,"32,000","-200","-0.6","2,006,542","63,436,531,500","32,250","32,300","31,300","20,542,850,464,000","1.12","641,964,077","185,196,892","28.85",
15,055550,신한지주,"43,300","300","0.7","817,645","35,320,347,450","42,950","43,550","42,700","20,532,842,117,100","1.12","474,199,587","330,159,238","69.62",
16,032830,삼성생명,"98,400","400","0.4","199,789","19,508,820,800","98,300","98,500","96,500","19,680,000,000,000","1.08","200,000,000","32,276,635","16.14",
17,090430,아모레퍼시픽,"322,500","2,500","0.8","153,973","49,505,962,500","323,500","326,000","316,000","18,852,863,025,000","1.03","58,458,490","20,289,285","34.71",
18,017670,SK텔레콤,"233,000","1,500","0.6","144,486","33,643,781,000","234,000","234,500","231,500","18,813,750,663,000","1.03","80,745,711","33,450,590","41.43",
19,096770,SK이노베이션,"202,000","500","0.2","246,049","49,235,700,000","201,500","202,500","197,500","18,678,043,928,000","1.02","92,465,564","37,227,115","40.26",
20,034730,SK,"259,000","2,500","1.0","84,772","21,866,222,500","258,500","260,000","255,000","18,223,316,923,000","1.00","70,360,297","17,722,434","25.19",
21,091990,셀트리온헬스케어,"110,900","3,800","3.6","769,998","84,550,800,000","108,800","111,400","107,000","15,583,249,241,600","0.85","140,516,224","46,886,408","33.37",
22,018260,삼성에스디에스,"200,500","-2,500","-1.2","94,776","19,017,774,500","204,500","205,000","198,000","15,514,248,900,000","0.85","77,377,800","9,145,003","11.82",
23,006400,삼성SDI,"214,000","-6,000","-2.7","594,795","127,260,354,500","219,500","220,500","210,000","14,715,609,420,000","0.80","68,764,530","27,182,181","39.53",
24,033780,KT&G,"107,000","2,000","1.9","366,095","39,017,626,500","104,500","107,000","104,500","14,690,297,179,000","0.80","137,292,497","73,199,995","53.32",
25,066570,LG전자,"83,000","2,100","2.6","621,098","51,015,230,537","81,200","83,100","80,800","13,582,768,562,000","0.74","163,647,814","58,549,379","35.78",
26,251270,넷마블,"152,500","-1,500","-1.0","183,324","28,123,141,000","157,000","157,000","151,500","12,992,051,297,500","0.71","85,193,779","22,104,978","25.95",
