순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"625,000","-18,000","-2.8","573,479","361,359,069,247","638,000","640,000","625,000","92,062,085,625,000","9.83","147,299,337","66,555,992","45.18",1961
2,005490,POSCO,"544,000","11,000","2.1","283,069","153,967,944,893","527,000","550,000","527,000","47,429,638,240,000","5.06","87,186,835","40,195,199","46.10",
3,009540,현대중공업,"324,000","1,500","0.5","229,881","73,857,481,500","317,500","324,000","317,500","24,624,000,000,000","2.63","76,000,000","11,136,261","14.65",
4,060000,국민은행,"61,800","100","0.2","761,450","47,046,334,190","61,500","62,200","61,500","20,788,229,368,800","2.22","336,379,116","258,926,397","76.97",
5,015760,한국전력,"30,750","-200","-0.6","1,117,466","34,480,430,600","31,000","31,100","30,700","19,728,207,144,000","2.11","641,567,712","173,391,542","27.03",
6,055550,신한지주,"47,300","750","1.6","1,187,690","56,041,659,650","46,800","47,600","46,200","18,740,240,465,100","2.00","396,199,587","218,542,538","55.16",
7,066570,LG전자,"118,500","-1,000","-0.8","1,175,901","140,825,604,000","119,500","121,500","117,500","17,140,765,959,000","1.83","144,647,814","36,903,443","25.51",
8,005380,현대차,"71,000","-1,500","-2.1","1,599,581","114,948,345,300","72,000","73,000","70,900","15,611,040,368,000","1.67","219,873,808","64,527,195","29.35",
9,017670,SK텔레콤,"190,500","-500","-0.3","125,400","23,790,644,426","191,500","191,500","188,000","15,467,401,945,500","1.65","81,193,711","39,581,544","48.75",
10,034220,LG디스플레이,"39,200","-300","-0.8","1,538,794","60,949,375,850","39,600","40,100","39,200","14,026,375,440,000","1.50","357,815,700","98,806,157","27.61",
11,053000,우리금융,"16,650","-250","-1.5","2,072,430","34,500,707,100","16,700","16,800","16,500","13,420,155,411,000","1.43","806,015,340","98,501,018","12.22",
12,033780,KT&G,"90,000","0","0.0","376,443","34,337,823,802","90,900","92,000","89,800","12,666,824,730,000","1.35","140,742,497","75,309,127","53.51",
13,030200,KT,"44,750","-50","-0.1","500,473","22,380,264,350","44,800","45,000","44,350","12,315,307,400,000","1.31","275,202,400","126,272,326","45.88",
14,003550,LG,"67,900","300","0.4","366,530","24,862,056,600","67,600","68,300","67,300","11,716,629,194,900","1.25","172,557,131","35,215,117","20.41",
15,000660,하이닉스,"25,000","-950","-3.7","5,483,324","138,411,729,400","25,800","25,900","24,900","11,481,845,700,000","1.23","459,273,828","107,164,872","23.33",
16,096770,SK에너지,"116,500","2,000","1.8","620,870","72,740,759,310","116,000","118,500","115,000","10,772,238,206,000","1.15","92,465,564","36,818,203","39.82",
17,004170,신세계,"563,000","7,000","1.3","61,176","34,394,517,000","560,000","570,000","556,000","10,618,461,500,000","1.13","18,860,500","7,704,181","40.85",
18,034020,두산중공업,"99,000","-3,000","-2.9","409,297","40,901,152,400","101,500","102,000","99,000","10,389,782,700,000","1.11","104,947,300","7,099,779","6.77",
19,000810,삼성화재,"218,500","-1,000","-0.5","117,748","25,993,690,121","220,000","224,000","218,500","10,351,401,884,500","1.10","47,374,837","24,676,317","52.09",
20,005935,삼성전자(1우B),"451,000","-4,000","-0.9","22,194","9,994,966,145","455,000","455,000","444,000","10,297,875,577,000","1.10","22,833,427","18,422,511","80.68",
21,004940,외환은행,"14,350","250","1.8","970,278","13,942,721,500","14,600","14,600","13,950","9,254,412,953,100","0.99","644,906,826","522,073,238","80.95",
22,023530,롯데쇼핑,"311,500","-5,000","-1.6","73,082","22,814,307,500","319,000","320,000","309,500","9,047,011,001,000","0.97","29,043,374","6,378,662","21.96",
23,000830,삼성물산,"56,600","-1,000","-1.7","730,726","41,509,820,000","57,000","57,400","56,500","8,841,925,442,400","0.94","156,217,764","23,578,372","15.09",
24,035420,NHN,"182,500","1,100","0.6","156,163","28,625,716,700","181,900","184,900","181,100","8,783,305,980,000","0.94","48,127,704","23,197,447","48.20",
25,010140,삼성중공업,"37,300","-250","-0.7","1,387,330","52,113,210,400","37,050","38,150","37,050","8,611,651,897,800","0.92","230,875,386","55,239,947","23.93",
26,086790,하나금융지주,"40,250","100","0.2","1,077,126","43,100,513,050","40,000","40,500","39,700","8,527,026,618,250","0.91","211,851,593","153,510,877","72.46",
27,042660,대우조선해양,"40,900","-100","-0.2","738,056","30,108,203,900","40,800","41,300","40,350","7,827,882,002,200","0.84","191,390,758","42,501,263","22.21",
28,000720,현대건설,"69,500","500","0.7","649,375","45,244,313,944","68,900","70,600","68,800","7,712,674,235,000","0.82","110,973,730","11,482,584","10.35",
29,010950,S-Oil,"67,200","-300","-0.4","188,359","12,701,543,900","68,300","68,400","66,400","7,565,563,622,400","0.81","112,582,792","53,000,729","47.08",
30,051910,LG화학,"100,000","900","0.9","596,168","59,774,892,600","99,100","102,000","99,100","7,523,877,000,000","0.80","75,238,770","20,284,815","26.96",
31,012330,현대모비스,"84,700","-1,000","-1.2","399,189","33,600,355,600","84,800","85,500","83,400","7,409,425,307,900","0.79","87,478,457","35,195,372","40.23",
32,010060,동양제철화학,"353,000","-4,500","-1.3","147,742","52,353,278,000","360,500","361,500","349,000","7,381,089,153,000","0.79","20,909,601","3,553,944","17.00",
33,004020,현대제철,"78,800","300","0.4","485,024","38,125,453,400","78,400","79,600","77,300","6,689,956,017,200","0.71","84,897,919","21,160,642","24.92",
34,024110,기업은행,"15,950","-50","-0.3","997,798","15,984,119,100","15,900","16,200","15,850","6,462,168,307,100","0.69","405,151,618","73,475,277","18.14",
35,003600,SK,"129,000","-500","-0.4","202,175","26,124,216,000","129,000","131,500","127,500","6,058,073,748,000","0.65","46,961,812","13,032,030","27.75",
