순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"566,000","-12,000","-2.1","576,459","329,410,667,198","578,000","579,000","566,000","83,371,424,742,000","8.65","147,299,337","71,904,669","48.82",1881
2,005490,POSCO,"443,500","6,500","1.5","314,109","138,874,479,000","442,000","446,500","433,000","38,667,361,322,500","4.01","87,186,835","50,460,607","57.88",
3,060000,국민은행,"81,100","-1,400","-1.7","1,963,791","159,122,097,200","82,000","82,800","80,800","27,280,346,307,600","2.83","336,379,116","286,476,324","85.16",
4,015760,한국전력,"41,000","-400","-1.0","1,618,713","66,321,529,850","40,900","41,200","40,750","26,304,276,192,000","2.73","641,567,712","194,570,924","30.33",
5,009540,현대중공업,"345,000","-6,500","-1.8","220,096","76,430,394,000","346,000","353,500","345,000","26,220,000,000,000","2.72","76,000,000","17,139,122","22.55",
6,055550,신한지주,"56,200","200","0.4","1,618,141","90,951,911,690","56,600","56,600","55,600","21,444,099,906,800","2.22","381,567,614","232,321,769","60.89",
7,053000,우리금융,"23,400","0","0.0","2,989,557","70,435,040,300","23,600","23,800","23,250","18,860,758,956,000","1.96","806,015,340","109,029,826","13.53",
8,003600,SK,"134,500","0","0.0","0","0","0","0","0","17,309,486,108,000","1.80","128,695,064","56,549,422","43.94",
9,017670,SK텔레콤,"213,000","1,000","0.5","147,363","31,355,767,000","211,500","214,000","211,500","17,294,260,443,000","1.79","81,193,711","39,780,977","49.00",
10,005380,현대차,"73,000","-1,100","-1.5","1,218,465","89,440,941,600","73,300","74,200","73,000","16,021,036,615,000","1.66","219,466,255","93,284,833","42.51",
11,000660,하이닉스,"33,350","-550","-1.6","5,400,964","183,760,665,200","34,000","34,800","33,350","15,315,274,743,800","1.59","459,228,628","99,084,622","21.58",
12,034220,LG필립스LCD,"41,100","100","0.2","1,564,692","65,681,655,000","41,400","42,700","41,100","14,706,225,270,000","1.53","357,815,700","181,006,577","50.59",
13,030200,KT,"43,200","500","1.2","920,220","39,985,026,000","43,100","43,750","43,050","12,079,903,680,000","1.25","279,627,400","133,535,449","47.75",
14,004170,신세계,"602,000","-8,000","-1.3","62,334","37,757,341,000","606,000","612,000","601,000","11,354,021,000,000","1.18","18,860,500","7,714,059","40.90",
15,066570,LG전자,"76,400","-1,100","-1.4","765,412","59,117,331,500","77,600","77,700","76,400","11,051,092,989,600","1.15","144,647,814","53,591,847","37.05",
16,023530,롯데쇼핑,"360,000","-3,500","-1.0","51,868","18,815,514,530","363,500","364,500","360,000","10,455,614,640,000","1.08","29,043,374","6,492,934","22.36",
17,010140,삼성중공업,"45,200","-600","-1.3","2,265,451","103,265,525,500","45,800","46,350","45,000","10,435,567,447,200","1.08","230,875,386","72,653,709","31.47",
18,042660,대우조선해양,"52,300","-2,500","-4.6","944,313","50,388,514,100","54,100","54,400","52,300","10,009,736,643,400","1.04","191,390,758","71,116,396","37.16",
19,005935,삼성전자(1우B),"432,500","-4,500","-1.0","44,590","19,382,219,000","436,500","438,000","431,000","9,875,457,177,500","1.02","22,833,427","18,326,997","80.26",
20,033780,KT&G,"65,000","-100","-0.2","581,117","37,914,791,600","65,900","65,900","64,900","9,583,762,305,000","0.99","147,442,497","77,840,906","52.79",
21,086790,하나금융지주,"45,050","-1,250","-2.7","2,467,433","111,946,118,690","46,000","46,200","44,900","9,543,914,264,650","0.99","211,851,593","161,863,722","76.40",
22,034020,두산중공업,"88,600","-700","-0.8","272,553","24,570,039,150","91,100","91,600","88,100","9,269,447,180,000","0.96","104,621,300","17,874,438","17.08",
23,047040,대우건설,"26,500","-450","-1.7","855,893","22,834,970,200","27,100","27,200","26,500","8,991,197,031,000","0.93","339,290,454","40,818,674","12.03",
24,004940,외환은행,"13,750","500","3.8","3,815,940","52,297,082,600","13,300","13,850","13,300","8,867,468,857,500","0.92","644,906,826","512,743,715","79.51",
25,000810,삼성화재,"178,000","-4,500","-2.5","234,903","42,987,043,500","183,500","187,000","178,000","8,432,720,986,000","0.87","47,374,837","26,889,709","56.76",
26,003550,LG,"47,750","-1,250","-2.6","1,037,391","48,892,145,250","48,700","48,950","47,350","8,239,603,005,250","0.85","172,557,131","52,109,055","30.20",
27,035420,NHN,"168,500","1,000","0.6","379,937","63,899,822,860","167,500","169,700","165,000","8,062,455,231,500","0.84","47,848,399","26,219,941","54.80",
28,010950,S-Oil,"71,100","1,100","1.6","486,148","34,417,798,700","70,800","71,300","70,000","8,004,636,511,200","0.83","112,582,792","55,731,971","49.50",
29,012330,현대모비스,"87,800","-1,900","-2.1","474,292","41,855,886,000","90,000","90,100","87,000","7,671,007,594,600","0.80","87,369,107","39,706,204","45.45",
30,024110,기업은행,"18,850","-250","-1.3","907,259","17,394,097,500","19,250","19,400","18,850","7,637,107,377,250","0.79","405,151,585","92,239,893","22.77",
31,000720,현대건설,"67,600","-1,200","-1.7","507,498","35,116,825,500","68,700","70,100","67,600","7,480,385,281,200","0.78","110,656,587","21,589,658","19.51",
32,000830,삼성물산,"45,300","-200","-0.4","852,582","39,099,071,100","45,800","46,350","45,200","7,076,664,709,200","0.73","156,217,764","36,467,291","23.34",
33,029780,삼성카드,"56,800","-1,200","-2.1","1,161,880","67,334,266,600","58,000","59,800","56,600","6,338,275,136,800","0.66","111,589,351","2,852,720","2.56",
34,032710,LG카드,"47,050","200","0.4","729,500","34,452,125,000","47,200","47,650","46,800","5,898,630,411,150","0.61","125,369,403","11,615,800","9.27",
35,001740,SK네트웍스,"24,500","-250","-1.0","218,762","5,394,654,700","24,750","24,900","24,500","5,864,705,532,000","0.61","239,375,736","2,118,767","0.89",
36,006360,GS건설,"110,500","-3,500","-3.1","393,361","44,905,488,300","113,000","116,000","110,500","5,635,500,000,000","0.58","51,000,000","24,264,123","47.58",
37,032390,KTF,"28,500","-100","-0.4","388,300","11,241,703,500","28,800","29,350","28,500","5,577,481,093,500","0.58","195,701,091","47,343,419","24.19",
38,006800,대우증권,"28,500","-450","-1.6","4,900,417","143,424,056,480","28,950","30,200","28,500","5,417,875,393,500","0.56","190,100,891","13,819,311","7.27",
39,042670,두산인프라코어,"31,000","-400","-1.3","494,560","15,523,382,500","31,250","31,800","31,000","5,212,878,904,000","0.54","168,157,384","26,463,613","15.74",
40,010620,현대미포조선,"257,000","-7,000","-2.6","84,291","21,567,623,400","260,000","263,000","252,500","5,140,000,000,000","0.53","20,000,000","8,270,675","41.35",
41,051910,LG화학,"78,100","-1,700","-2.1","633,956","49,978,849,900","78,000","80,300","78,000","5,031,597,498,400","0.52","64,425,064","15,620,656","24.25",
42,000270,기아차,"14,400","-200","-1.4","2,956,289","43,015,711,650","14,700","14,900","14,250","5,000,118,552,000","0.52","347,230,455","76,469,511","22.02",
43,016360,삼성증권,"74,300","-500","-0.7","1,167,962","88,309,579,400","74,500","77,600","73,700","4,965,852,759,500","0.52","66,835,165","17,221,929","25.77",
44,012630,현대산업,"65,800","0","0.0","414,569","28,041,942,700","67,100","69,000","65,800","4,960,279,044,000","0.51","75,384,180","49,277,501","65.37",
45,011200,현대상선,"36,000","150","0.4","870,581","32,012,862,300","35,900","37,850","35,900","4,790,636,244,000","0.50","133,073,229","21,404,058","16.08",
46,000210,대림산업,"137,500","0","0.0","180,381","24,933,472,000","138,500","140,500","135,000","4,785,000,000,000","0.50","34,800,000","18,779,494","53.96",
47,036460,한국가스공사,"59,800","2,400","4.2","747,091","45,118,901,100","57,500","62,600","57,100","4,621,613,698,000","0.48","77,284,510","4,714,257","6.10",
48,035250,강원랜드,"21,450","450","2.1","914,486","19,496,608,350","21,200","21,800","20,950","4,589,023,725,000","0.48","213,940,500","75,810,776","35.44",
49,002380,KCC,"420,000","20,500","5.1","47,070","19,490,561,000","397,500","420,000","397,500","4,418,400,000,000","0.46","10,520,000","2,285,055","21.72",
50,004020,현대제철,"51,000","-800","-1.5","681,612","35,585,707,360","52,100","53,000","51,000","4,329,793,869,000","0.45","84,897,919","23,531,989","27.72",
51,090430,아모레퍼시픽,"732,000","25,000","3.5","13,636","9,809,928,000","713,000","732,000","706,000","4,279,161,468,000","0.44","5,845,849","2,446,229","41.85",
52,003480,한진중공업,"65,600","2,600","4.1","1,112,657","72,503,094,600","63,300","66,600","62,300","4,253,874,574,400","0.44","64,845,649","12,306,686","18.98",
53,078930,GS,"44,900","-50","-0.1","408,215","18,450,588,000","44,750","45,950","44,300","4,171,900,472,200","0.43","92,915,378","28,348,223","30.51",
54,047050,대우인터내셔,"43,700","900","2.1","525,611","22,973,139,000","43,000","44,300","42,600","4,151,009,511,200","0.43","94,988,776","2,543,426","2.68",
55,000880,한화,"53,800","1,200","2.3","765,382","41,421,428,800","53,400","55,000","52,700","4,032,779,943,000","0.42","74,958,735","19,127,141","25.52",
56,028050,삼성엔지니어링,"97,600","-1,700","-1.7","154,535","15,320,653,810","100,500","101,000","97,600","3,904,000,000,000","0.41","40,000,000","17,387,942","43.47",
57,009150,삼성전기,"50,600","-1,300","-2.5","1,210,024","62,615,128,840","52,400","52,900","50,600","3,779,501,017,600","0.39","74,693,696","6,142,115","8.22",
58,003490,대한항공,"52,500","-600","-1.1","461,624","24,391,937,900","52,900","53,700","52,100","3,778,510,627,500","0.39","71,971,631","10,770,044","14.96",
59,005940,우리투자증권,"28,300","-200","-0.7","2,144,451","61,398,518,450","28,500","29,600","28,300","3,750,142,322,900","0.39","132,513,863","21,382,724","16.14",
60,012450,삼성테크윈,"48,700","850","1.8","816,257","40,034,581,350","48,350","49,500","48,200","3,749,900,000,000","0.39","77,000,000","16,272,577","21.13",
61,000150,두산,"144,000","1,000","0.7","114,789","16,620,818,500","143,500","149,000","140,000","3,482,906,976,000","0.36","24,186,854","3,381,143","13.98",
