순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"1,367,000","1,000","0.1","233,018","318,864,246,000","1,366,000","1,382,000","1,360,000","201,358,193,679,000","15.57","147,299,337","71,917,987","48.82",1937
2,005380,현대차,"251,000","-5,500","-2.1","317,166","80,004,639,000","255,000","256,500","251,000","55,289,396,229,000","4.28","220,276,479","101,332,646","46.00",
3,005490,POSCO,"319,500","-4,000","-1.2","316,700","101,239,105,500","321,500","322,000","318,500","27,856,193,782,500","2.15","87,186,835","47,298,530","54.25",
4,012330,현대모비스,"286,000","-7,500","-2.6","185,397","53,229,521,000","290,500","291,000","286,000","27,840,344,818,000","2.15","97,343,863","48,507,449","49.83",
5,000270,기아차,"65,300","-400","-0.6","1,513,684","98,150,842,400","65,100","65,500","64,400","26,470,226,559,100","2.05","405,363,347","150,638,983","37.16",
6,000660,SK하이닉스,"30,250","-100","-0.3","3,883,347","118,341,980,250","30,300","30,750","30,000","21,483,576,952,750","1.66","710,200,891","256,730,668","36.15",
7,032830,삼성생명,"104,500","2,000","2.0","464,685","48,765,892,000","103,000","106,000","102,500","20,900,000,000,000","1.62","200,000,000","23,195,168","11.60",
8,055550,신한지주,"43,650","-800","-1.8","700,233","30,612,714,450","44,000","44,250","43,500","20,698,811,972,550","1.60","474,199,587","303,541,533","64.01",
9,051910,LG화학,"307,500","-11,500","-3.6","246,525","76,795,161,500","318,000","318,000","307,500","20,378,363,250,000","1.58","66,271,100","22,544,106","34.02",
10,009540,현대중공업,"264,000","-6,000","-2.2","214,201","57,078,798,500","267,500","270,000","264,000","20,064,000,000,000","1.55","76,000,000","13,817,838","18.18",
11,005935,삼성전자우,"876,000","-2,000","-0.2","46,039","39,908,891,500","877,000","883,000","875,000","20,002,082,052,000","1.55","22,833,427","18,944,396","82.97",
12,015760,한국전력,"30,050","0","0.0","916,781","27,437,686,250","29,950","30,150","29,600","19,291,020,513,850","1.49","641,964,077","150,772,349","23.49",
13,035420,NAVER,"557,000","2,000","0.4","159,608","88,450,195,000","550,000","560,000","548,000","18,360,212,203,000","1.42","32,962,679","18,347,961","55.66",
14,017670,SK텔레콤,"218,500","3,000","1.4","237,605","51,912,310,000","216,500","220,500","214,000","17,642,937,853,500","1.36","80,745,711","37,419,700","46.34",
15,105560,KB금융,"37,600","-950","-2.5","1,165,883","43,939,782,850","38,550","38,550","37,600","14,526,823,656,800","1.12","386,351,693","246,684,277","63.85",
16,096770,SK이노베이션,"146,000","-2,500","-1.7","378,627","55,137,413,000","146,500","147,000","144,500","13,499,972,344,000","1.04","92,465,564","32,145,120","34.76",
17,023530,롯데쇼핑,"380,500","-12,500","-3.2","54,569","21,067,808,500","391,500","392,500","380,500","11,982,284,406,000","0.93","31,490,892","4,216,661","13.39",
18,000810,삼성화재,"246,500","0","0.0","93,472","22,937,355,000","245,500","247,000","244,000","11,677,897,320,500","0.90","47,374,837","25,824,929","54.51",
19,066570,LG전자,"71,200","-400","-0.6","623,162","44,455,943,700","71,100","71,900","70,900","11,651,724,356,800","0.90","163,647,814","26,493,402","16.19",
20,003550,LG,"66,200","-800","-1.2","353,554","23,456,516,600","66,600","67,000","65,900","11,423,282,072,200","0.88","172,557,131","46,346,059","26.86",
21,086790,하나금융지주,"36,850","-850","-2.2","687,952","25,502,046,050","37,250","37,650","36,850","10,682,596,184,700","0.83","289,894,062","174,156,596","60.08",
22,033780,KT&G,"77,000","500","0.6","334,516","25,695,483,000","77,000","77,300","76,200","10,571,522,269,000","0.82","137,292,497","80,659,357","58.75",
23,053000,우리금융,"12,500","0","0.0","1,217,728","15,083,454,000","12,400","12,500","12,250","10,075,191,750,000","0.78","806,015,340","173,186,309","21.49",
24,010140,삼성중공업,"43,000","-1,100","-2.5","847,286","36,590,625,450","43,500","43,700","42,850","9,927,641,598,000","0.77","230,875,386","75,615,152","32.75",
25,000830,삼성물산,"62,500","500","0.8","1,383,706","87,260,609,600","61,700","63,600","61,700","9,763,610,250,000","0.76","156,217,764","37,304,351","23.88",
26,030200,KT,"35,950","0","0.0","724,346","26,040,818,750","36,100","36,100","35,850","9,386,969,497,600","0.73","261,111,808","110,270,058","42.23",
27,034220,LG디스플레이,"25,950","-800","-3.0","4,152,907","108,493,874,700","26,700","26,750","25,950","9,285,317,415,000","0.72","357,815,700","98,033,289","27.40",
28,003600,SK,"194,000","-1,500","-0.8","130,975","25,242,584,500","191,000","194,500","189,000","9,110,591,528,000","0.70","46,961,812","14,423,918","30.71",
29,010950,S-Oil,"77,900","-1,100","-1.4","212,148","16,514,145,500","78,500","78,700","77,500","8,770,199,496,800","0.68","112,582,792","52,214,613","46.38",
30,006400,삼성SDI,"187,500","-4,000","-2.1","297,545","56,353,740,000","190,000","192,500","187,000","8,542,188,937,500","0.66","45,558,341","13,019,576","28.58",
31,051900,LG생활건강,"545,000","15,000","2.8","71,016","38,606,509,528","533,000","553,000","530,000","8,511,917,365,000","0.66","15,618,197","7,034,214","45.04",
32,086280,현대글로비스,"210,500","4,500","2.2","145,151","30,643,799,500","205,000","214,000","202,500","7,893,750,000,000","0.61","37,500,000","9,958,888","26.56",
33,161390,한국타이어,"61,400","-1,700","-2.7","500,576","31,032,131,140","62,500","63,100","61,400","7,605,929,236,600","0.59","123,875,069","47,081,569","38.01",
34,004020,현대제철,"82,700","-1,000","-1.2","422,220","34,756,570,300","82,700","82,900","81,800","7,055,507,082,500","0.55","85,314,475","14,520,344","17.02",
35,000720,현대건설,"61,800","-100","-0.2","320,612","19,781,681,700","62,000","62,200","61,200","6,881,786,277,000","0.53","111,355,765","29,639,255","26.62",
36,011170,롯데케미칼,"198,500","3,000","1.5","262,693","52,114,683,500","193,500","201,000","193,500","6,803,670,671,500","0.53","34,275,419","9,152,478","26.70",
37,139480,이마트,"242,000","-2,000","-0.8","62,097","15,063,643,500","241,500","246,000","240,500","6,745,948,198,000","0.52","27,875,819","15,956,654","57.24",
38,042660,대우조선해양,"34,600","-50","-0.1","826,105","28,479,579,950","34,300","34,850","34,050","6,622,120,226,800","0.51","191,390,758","31,001,199","16.20",
39,024110,기업은행,"11,900","-200","-1.6","1,044,614","12,456,019,900","12,100","12,100","11,850","6,547,320,559,500","0.51","550,195,005","68,308,793","12.42",
40,009150,삼성전기,"86,300","0","0.0","508,749","43,790,282,100","86,300","86,600","84,800","6,446,065,964,800","0.50","74,693,696","14,556,856","19.49",
41,010130,고려아연,"325,000","0","0.0","65,654","21,346,186,500","326,000","329,500","320,500","6,132,750,000,000","0.47","18,870,000","2,768,898","14.67",
42,035250,강원랜드,"28,500","0","0.0","352,506","10,026,923,550","28,500","28,700","28,050","6,097,304,250,000","0.47","213,940,500","63,679,508","29.77",
43,088350,한화생명,"6,950","-90","-1.3","416,379","2,907,958,820","6,970","7,090","6,880","6,036,283,500,000","0.47","868,530,000","122,472,999","14.10",
44,034730,SK C&C,"115,000","-1,500","-1.3","106,654","12,121,317,500","114,500","115,000","112,000","5,750,000,000,000","0.44","50,000,000","10,363,579","20.73",
45,001800,오리온,"953,000","-10,000","-1.0","26,350","25,229,707,000","957,000","973,000","942,000","5,689,152,690,000","0.44","5,969,730","2,351,099","39.38",
46,090430,아모레퍼시픽,"905,000","5,000","0.6","16,907","15,282,245,000","902,000","914,000","898,000","5,290,493,345,000","0.41","5,845,849","2,055,157","35.16",
47,078930,GS,"56,400","-800","-1.4","402,012","22,536,530,500","56,800","56,800","55,600","5,240,427,319,200","0.41","92,915,378","16,918,933","18.21",
48,032640,LG유플러스,"11,550","-350","-2.9","2,021,588","23,573,394,300","11,900","11,950","11,550","5,042,861,219,550","0.39","436,611,361","120,929,672","27.70",
49,034020,두산중공업,"46,150","-1,000","-2.1","368,546","17,052,848,400","47,000","47,000","45,900","4,899,203,514,400","0.38","106,158,256","14,878,732","14.02",
50,001300,제일모직,"91,700","-3,300","-3.5","424,727","39,301,573,000","93,900","93,900","91,700","4,808,532,596,700","0.37","52,437,651","12,575,885","23.98",
51,002380,KCC,"452,000","1,500","0.3","21,398","9,740,101,500","447,000","462,000","443,000","4,755,040,000,000","0.37","10,520,000","1,991,076","18.93",
52,068270,셀트리온,"46,750","350","0.8","787,016","36,564,274,950","46,350","46,950","45,700","4,698,555,314,750","0.36","100,503,857","28,664,301","28.52",
53,029780,삼성카드,"40,000","100","0.2","216,712","8,638,897,300","39,500","40,050","39,050","4,634,355,640,000","0.36","115,858,891","14,312,628","12.35",
54,021240,코웨이,"59,500","-300","-0.5","210,506","12,583,537,678","60,100","60,400","59,200","4,588,925,362,000","0.35","77,124,796","41,042,800","53.22",
55,036460,한국가스공사,"57,000","-800","-1.4","259,752","14,737,745,700","57,300","57,600","56,200","4,405,217,070,000","0.34","77,284,510","6,793,955","8.79",
56,011210,현대위아,"169,500","-2,000","-1.2","74,315","12,624,190,000","170,500","171,500","169,000","4,361,255,170,500","0.34","25,730,119","4,526,387","17.59",
57,018880,한라비스테온공조,"40,750","250","0.6","196,015","8,007,666,024","40,750","41,850","40,400","4,350,470,000,000","0.34","106,760,000","95,251,127","89.22",
58,047050,대우인터내셔널,"37,950","50","0.1","207,913","7,872,366,450","37,850","38,250","37,350","4,321,605,243,450","0.33","113,876,291","11,056,305","9.71",
59,005387,현대차2우B,"113,000","-3,500","-3.0","72,461","8,292,511,000","117,000","117,000","113,000","4,250,366,745,000","0.33","37,613,865","28,376,692","75.44",
60,036570,엔씨소프트,"191,000","-2,000","-1.0","170,263","32,693,951,500","193,000","196,000","189,500","4,185,709,228,000","0.32","21,914,708","8,525,040","38.90",
61,010060,OCI,"172,500","-3,000","-1.7","153,380","26,453,167,500","174,500","174,500","171,500","4,114,016,497,500","0.32","23,849,371","6,216,107","26.06",
62,069960,현대백화점,"161,000","1,000","0.6","57,543","9,237,625,000","159,000","162,000","158,500","3,767,793,001,000","0.29","23,402,441","9,712,738","41.50",
63,010520,현대하이스코,"46,050","-2,150","-4.5","378,036","17,623,712,650","47,700","47,750","46,050","3,693,210,000,000","0.29","80,200,000","17,078,351","21.29",
64,097950,CJ제일제당,"276,500","-4,000","-1.4","40,803","11,269,756,000","280,500","280,500","275,000","3,621,748,522,000","0.28","13,098,548","1,913,084","14.61",
65,047040,대우건설,"8,690","-240","-2.7","713,125","6,306,529,320","8,860","8,960","8,690","3,611,760,724,220","0.28","415,622,638","28,407,848","6.84",
66,016360,삼성증권,"47,050","-450","-1.0","178,379","8,390,662,450","47,250","47,250","46,900","3,596,274,513,250","0.28","76,435,165","20,632,628","26.99",
67,000210,대림산업,"97,000","-700","-0.7","276,377","26,523,787,000","96,800","97,100","95,000","3,375,600,000,000","0.26","34,800,000","14,105,989","40.53",
68,001040,CJ,"116,000","-500","-0.4","95,444","11,145,578,500","116,000","118,000","115,500","3,366,647,932,000","0.26","29,022,827","6,191,913","21.33",
69,028050,삼성엔지니어링,"82,600","-3,400","-4.0","537,878","44,939,696,800","85,900","85,900","82,600","3,304,000,000,000","0.26","40,000,000","10,621,809","26.55",
70,005830,동부화재,"46,200","-350","-0.8","179,282","8,289,049,200","46,050","46,550","46,050","3,270,960,000,000","0.25","70,800,000","25,262,702","35.68",
71,012450,삼성테크윈,"61,000","-1,500","-2.4","344,230","21,148,053,500","62,600","62,600","61,000","3,240,930,000,000","0.25","53,130,000","9,897,700","18.63",
72,006800,대우증권,"9,840","-210","-2.1","1,041,278","10,276,826,320","9,980","9,990","9,810","3,214,736,767,440","0.25","326,700,891","43,827,894","13.42",
73,000150,두산,"151,000","5,500","3.8","72,950","10,813,041,000","145,500","151,000","141,500","3,153,019,071,000","0.24","20,880,921","2,999,735","14.37",
74,010620,현대미포조선,"157,000","-3,000","-1.9","107,109","16,788,242,500","158,500","159,000","155,500","3,140,000,000,000","0.24","20,000,000","4,394,249","21.97",
75,002790,아모레G,"393,500","9,000","2.3","12,246","4,779,494,500","384,500","393,500","383,500","3,139,775,063,000","0.24","7,979,098","1,310,813","16.43",
76,138930,BS금융지주,"16,050","-350","-2.1","811,535","13,206,031,300","16,300","17,000","16,000","3,103,747,378,950","0.24","193,379,899","117,417,218","60.72",
77,011780,금호석유,"101,500","500","0.5","247,500","25,136,180,300","100,500","103,000","99,200","3,092,470,636,500","0.24","30,467,691","3,243,567","10.65",
