순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"2,564,000","1,000","0.0","258,188","660,770,900,888","2,559,000","2,581,000","2,542,000","332,726,418,616,000","18.62","129,768,494","68,951,503","53.13",2284
2,000660,SK하이닉스,"82,900","-300","-0.4","3,579,139","297,279,924,300","83,300","84,300","82,200","60,351,396,058,500","3.38","728,002,365","353,416,044","48.55",
3,005935,삼성전자우,"2,062,000","4,000","0.2","31,819","65,651,704,000","2,058,000","2,075,000","2,054,000","37,979,111,960,000","2.13","18,418,580","15,280,984","82.97",
4,005380,현대차,"150,500","3,500","2.4","808,779","121,452,486,000","148,500","151,000","147,500","33,151,610,089,500","1.85","220,276,479","99,254,924","45.06",
5,051910,LG화학,"392,000","6,000","1.6","278,506","108,782,323,000","384,500","396,000","383,500","27,672,198,456,000","1.55","70,592,343","26,452,052","37.47",
6,005490,POSCO,"317,000","1,500","0.5","170,647","54,108,055,500","319,000","322,000","314,000","27,638,226,695,000","1.55","87,186,835","48,128,602","55.20",
7,028260,삼성물산,"135,000","1,000","0.8","234,731","31,631,218,000","134,000","135,500","134,000","25,608,155,805,000","1.43","189,690,043","18,961,583","10.00",
8,015760,한국전력,"39,000","650","1.7","800,410","30,911,400,750","38,350","39,000","38,100","25,036,599,003,000","1.40","641,964,077","203,029,266","31.63",
9,035420,NAVER,"745,000","12,000","1.6","52,799","39,278,776,000","733,000","749,000","733,000","24,557,195,855,000","1.37","32,962,679","19,749,834","59.92",
10,055550,신한지주,"50,300","-100","-0.2","627,158","31,657,944,200","50,600","51,000","50,000","23,852,239,226,100","1.33","474,199,587","329,578,245","69.50",
11,105560,KB금융,"56,100","700","1.3","1,191,108","67,038,587,800","56,000","57,000","55,500","23,456,057,225,700","1.31","418,111,537","286,323,663","68.48",
12,012330,현대모비스,"240,000","7,500","3.2","293,117","70,003,225,500","235,500","240,000","233,000","23,362,527,120,000","1.31","97,343,863","47,616,588","48.92",
13,032830,삼성생명,"113,000","-1,000","-0.9","254,536","28,813,895,000","114,000","115,000","112,500","22,600,000,000,000","1.26","200,000,000","33,067,873","16.53",
14,207940,삼성바이오로직스,"337,500","7,000","2.1","167,608","56,443,738,000","331,500","340,000","331,000","22,330,687,500,000","1.25","66,165,000","6,393,845","9.66",
