순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,022875,평화은행우선,"1,001,000","0","0.0","0","0","0","0","0","44,044,000,000,000","93.63","44,000,000","0","0.00",1510
2,005930,삼성전자,"202,000","-1,000","-0.5","1,150,741","231,773,502,000","206,000","206,000","197,000","30,548,835,518,000","64.94","151,231,859","81,427,121","53.84",
3,017670,SK텔레콤,"272,000","18,500","7.3","514,494","137,474,443,000","258,000","280,000","251,000","24,249,526,240,000","51.55","89,152,670","29,983,505","33.63",
4,030200,한국통신공사,"66,800","1,300","2.0","656,390","43,769,266,000","66,100","68,900","64,600","20,854,937,221,200","44.33","312,199,659","60,687,857","19.44",
5,015760,한국전력,"29,100","-200","-0.7","1,237,160","35,839,367,000","29,300","29,350","28,700","18,626,935,491,600","39.60","640,100,876","171,991,829","26.87",
6,005490,포항제철,"83,000","-2,800","-3.3","781,772","65,560,073,000","85,000","85,000","83,000","8,007,891,875,000","17.02","96,480,625","39,374,166","40.81",
7,000660,현대전자,"15,950","-50","-0.3","3,873,260","61,968,146,000","16,200","16,300","15,650","7,822,377,576,200","16.63","490,431,196","217,321,127","44.31",
8,032390,한통프리텔,"48,800","4,100","9.2","1,798,496","86,814,264,250","46,000","50,000","44,700","6,961,943,517,600","14.80","142,662,777","18,975,631","13.30",
9,023130,국민은행,"13,300","0","0.0","3,022,580","40,662,304,500","13,500","13,750","13,200","3,984,858,392,900","8.47","299,613,413","160,594,081","53.60",
10,033780,담배인삼공사,"18,200","-100","-0.6","123,440","2,219,622,000","18,300","18,300","17,700","3,476,052,525,400","7.39","190,991,897","8,154,282","4.27",
11,002610,LG전자,"21,700","150","0.7","650,820","14,056,222,500","21,600","22,000","21,350","3,366,062,119,000","7.16","155,118,070","28,108,148","18.12",
12,005380,현대차,"14,500","150","1.0","1,549,450","21,963,837,000","14,100","14,600","13,800","3,321,786,179,000","7.06","229,088,702","94,387,695","41.20",
13,015580,신한은행,"12,500","200","1.6","2,179,140","27,064,266,000","12,350","12,650","12,100","3,123,365,400,000","6.64","249,869,232","124,949,212","50.01",
14,004945,외환은행(1우B),"57,300","0","0.0","0","0","0","0","0","2,979,600,000,000","6.33","52,000,000","52,000,000","100.00",
15,027460,주택은행,"26,400","900","3.5","1,135,240","29,843,504,000","25,500","26,950","25,100","2,879,251,425,600","6.12","109,062,554","70,068,797","64.25",
16,009150,삼성전기,"37,700","700","1.9","436,120","16,238,583,000","37,900","38,000","36,700","2,815,952,339,200","5.99","74,693,696","23,036,446","30.84",
