순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"140,000","-500","-0.4","945,715","134,330,760,000","144,000","145,000","139,000","21,185,969,000,000","10.37","151,328,350","84,677,403","55.96",1564
2,017670,SK텔레콤,"208,000","-1,000","-0.5","197,945","41,415,400,000","208,500","212,500","205,500","18,543,755,360,000","9.08","89,152,670","41,971,543","47.08",
3,030200,한국통신공사,"44,400","400","0.9","632,669","27,856,080,100","44,000","44,550","43,500","13,861,664,859,600","6.78","312,199,659","116,177,069","37.21",
4,015760,한국전력,"21,000","100","0.5","800,090","16,878,428,000","21,200","21,350","20,800","13,442,118,396,000","6.58","640,100,876","176,305,250","27.54",
5,005490,포항제철,"80,700","3,900","5.1","293,201","23,524,916,700","77,400","82,600","77,200","7,552,671,439,500","3.70","93,589,485","56,395,597","60.26",
6,032390,KTF,"28,100","1,900","7.2","1,025,663","28,218,312,900","26,450","28,250","26,200","5,120,008,073,300","2.51","182,206,693","26,166,335","14.36",
7,023130,국민은행,"16,100","150","0.9","2,689,400","43,057,485,500","16,000","16,350","15,650","4,887,741,571,300","2.39","303,586,433","202,802,254","66.80",
8,005380,현대차,"16,800","-300","-1.8","1,412,160","24,007,138,000","17,000","17,300","16,750","3,680,690,193,600","1.80","219,088,702","114,030,160","52.05",
9,027460,주택은행,"28,000","1,100","4.1","664,390","18,061,317,000","26,600","28,000","26,400","3,359,126,652,000","1.64","119,968,809","79,201,170","66.02",
10,033780,담배인삼공사,"16,700","300","1.8","133,470","2,216,321,500","16,500","16,850","16,300","3,189,564,679,900","1.56","190,991,897","9,548,587","5.00",
11,055550,신한지주,"9,880","-70","-0.7","1,641,830","16,198,769,400","9,860","9,940","9,780","2,888,360,616,960","1.41","292,344,192","123,777,071","42.34",
12,000270,기아차,"7,090","150","2.2","605,080","4,260,972,900","6,970","7,170","6,820","2,762,245,955,950","1.35","389,597,455","49,252,846","12.64",
13,031150,국민카드,"32,800","700","2.2","76,853","2,520,083,100","32,500","33,500","31,900","2,400,960,000,000","1.18","73,200,000","12,919,302","17.65",
