순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"48,300","-950","-1.9","14,425,326","700,199,376,200","48,650","48,900","48,300","288,340,497,165,000","19.86","5,969,782,550",,,2476
2,000660,SK하이닉스,"81,400","-2,700","-3.2","3,611,755","295,379,278,200","83,200","83,400","81,100","59,259,392,511,000","4.08","728,002,365",,,
3,207940,삼성바이오로직스,"539,000","-20,000","-3.6","1,184,049","663,756,518,000","570,000","589,000","539,000","35,662,935,000,000","2.46","66,165,000",,,
4,005935,삼성전자우,"41,800","-400","-1.0","1,167,400","48,772,572,750","42,250","42,300","41,600","34,396,664,060,000","2.37","822,886,700",,,
5,068270,셀트리온,"215,500","6,000","2.9","3,632,488","794,201,163,000","210,000","225,500","208,000","27,658,696,394,500","1.91","128,346,619",,,
6,035420,NAVER,"166,000","-500","-0.3","413,752","68,602,230,000","164,500","168,000","162,500","27,267,723,570,000","1.88","164,263,395",,,
7,051910,LG화학,"315,000","-9,000","-2.8","298,481","94,669,970,000","325,500","325,500","314,000","22,236,588,045,000","1.53","70,592,343",,,
8,005380,현대차,"97,800","-1,900","-1.9","1,338,353","131,285,110,200","98,800","99,000","97,400","20,896,748,688,600","1.44","213,668,187",,,
9,051900,LG생활건강,"1,197,000","-18,000","-1.5","26,824","32,210,823,000","1,210,000","1,214,000","1,195,000","18,694,981,809,000","1.29","15,618,197",,,
10,028260,삼성물산,"92,200","-2,000","-2.1","556,962","52,102,376,000","95,000","96,300","92,200","17,489,421,964,600","1.20","189,690,043",,,
11,006400,삼성SDI,"241,500","-9,000","-3.6","412,608","100,683,356,500","248,500","248,500","241,000","16,606,633,995,000","1.14","68,764,530",,,
12,012330,현대모비스,"174,000","-7,000","-3.9","242,958","42,628,516,000","178,000","179,000","174,000","16,539,516,756,000","1.14","95,054,694",,,
13,005490,POSCO,"181,000","3,000","1.7","994,003","184,659,444,000","191,000","191,500","181,000","15,780,817,135,000","1.09","87,186,835",,,
14,017670,SK텔레콤,"190,000","-4,000","-2.1","240,557","45,880,071,000","194,000","194,000","189,500","15,341,685,090,000","1.06","80,745,711",,,
15,036570,엔씨소프트,"651,000","1,000","0.2","50,894","33,190,194,000","651,000","659,000","648,000","14,292,068,322,000","0.98","21,954,022",,,
16,055550,신한지주,"28,500","-550","-1.9","1,725,150","49,647,885,550","29,100","29,350","28,400","13,749,326,050,500","0.95","482,432,493",,,
17,035720,카카오,"157,500","-3,500","-2.2","470,225","74,636,332,000","161,000","161,000","157,000","13,695,755,062,500","0.94","86,957,175",,,
