순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"818,000","4,000","0.5","434,300","358,010,681,000","814,000","834,000","813,000","120,490,857,666,000","12.12","147,299,337","71,311,577","48.41",1969
2,005490,POSCO,"528,000","-9,000","-1.7","344,248","182,354,589,000","534,000","536,000","527,000","46,034,648,880,000","4.63","87,186,835","43,046,324","49.37",
3,005380,현대차,"115,500","-500","-0.4","823,073","94,570,559,500","115,500","116,000","114,000","25,441,933,324,500","2.56","220,276,479","84,426,417","38.33",
4,015760,한국전력,"36,550","-650","-1.8","1,915,448","70,238,970,400","37,250","37,300","36,500","23,449,299,873,600","2.36","641,567,712","146,112,163","22.77",
5,105560,KB금융,"54,600","300","0.6","1,333,839","72,743,235,400","54,500","54,900","53,900","21,094,802,437,800","2.12","386,351,693","218,659,550","56.60",
6,055550,신한지주,"44,450","-600","-1.3","1,262,605","56,150,303,900","45,000","45,050","43,950","21,078,171,642,150","2.12","474,199,587","282,374,288","59.55",
7,009540,현대중공업,"237,000","1,500","0.6","266,824","63,150,949,000","236,500","238,000","234,500","18,012,000,000,000","1.81","76,000,000","14,220,514","18.71",
8,066570,LG전자,"115,000","-2,500","-2.1","992,987","114,806,462,000","117,000","117,500","115,000","16,634,498,610,000","1.67","144,647,814","47,484,481","32.83",
9,051910,LG화학,"240,500","1,000","0.4","306,756","73,024,596,500","237,000","240,500","235,500","15,938,199,550,000","1.60","66,271,100","18,520,459","27.95",
10,000660,하이닉스,"26,700","300","1.1","7,730,622","206,318,826,000","26,450","27,100","26,050","15,744,113,412,300","1.58","589,667,169","166,177,609","28.18",
11,012330,현대모비스,"150,000","-3,500","-2.3","419,193","63,270,026,500","153,000","153,500","150,000","14,601,579,450,000","1.47","97,343,863","37,347,244","38.37",
12,034220,LG디스플레이,"39,950","50","0.1","3,007,474","121,482,416,900","40,000","40,900","39,700","14,294,737,215,000","1.44","357,815,700","127,038,092","35.50",
13,017670,SK텔레콤,"173,500","-2,000","-1.1","235,253","40,983,778,500","176,000","176,500","173,000","14,009,380,858,500","1.41","80,745,711","39,012,921","48.32",
14,053000,우리금융,"16,600","-200","-1.2","5,019,377","82,819,252,900","16,750","16,800","16,250","13,379,854,644,000","1.35","806,015,340","133,725,997","16.59",
15,005935,삼성전자우,"538,000","-11,000","-2.0","29,486","15,982,317,740","549,000","550,000","535,000","12,284,383,726,000","1.24","22,833,427","18,712,643","81.95",
16,003550,LG,"71,000","-1,400","-1.9","528,590","37,580,064,100","72,000","72,200","70,600","12,251,556,301,000","1.23","172,557,131","57,389,962","33.26",
17,030200,KT,"46,750","-250","-0.5","1,032,466","48,428,484,450","47,000","47,200","46,550","12,206,977,024,000","1.23","261,111,808","125,782,904","48.17",
18,096770,SK에너지,"121,500","500","0.4","396,360","48,335,803,500","122,500","123,000","120,500","11,234,566,026,000","1.13","92,465,564","28,536,804","30.86",
19,004170,신세계,"535,000","-7,000","-1.3","75,753","41,103,864,000","547,000","551,000","535,000","10,090,367,500,000","1.02","18,860,500","9,526,963","50.51",
20,000270,기아차,"25,250","-500","-1.9","4,327,610","110,019,383,500","25,800","25,900","25,250","9,850,400,947,250","0.99","390,114,889","99,322,813","25.46",
21,034020,두산중공업,"90,600","-1,000","-1.1","846,922","77,813,307,500","91,800","93,600","90,500","9,580,321,870,200","0.96","105,743,067","11,306,846","10.69",
22,023530,롯데쇼핑,"328,000","-2,500","-0.8","32,190","10,561,229,500","329,500","330,000","326,500","9,526,226,672,000","0.96","29,043,374","4,254,648","14.65",
23,000830,삼성물산,"60,900","100","0.2","871,134","52,634,657,600","61,200","61,200","60,100","9,513,661,827,600","0.96","156,217,764","30,477,028","19.51",
24,004940,외환은행,"13,500","-100","-0.7","2,287,793","31,231,728,200","13,600","13,950","13,500","8,706,242,151,000","0.88","644,906,826","462,438,832","71.71",
25,035420,NHN,"180,000","-1,000","-0.6","301,280","54,196,548,764","181,500","182,000","179,000","8,662,986,720,000","0.87","48,127,704","25,883,518","53.78",
26,000810,삼성화재,"181,500","-6,500","-3.5","361,019","66,148,168,500","187,000","188,000","180,500","8,598,532,915,500","0.87","47,374,837","23,463,968","49.53",
27,033780,KT&G,"62,600","-300","-0.5","403,630","25,313,797,700","63,000","63,200","62,400","8,594,510,312,200","0.86","137,292,497","72,817,675","53.04",
28,009150,삼성전기,"115,000","4,500","4.1","1,899,042","217,019,471,500","111,500","116,000","111,500","8,589,775,040,000","0.86","74,693,696","14,207,052","19.02",
29,024110,기업은행,"14,800","50","0.3","1,617,614","24,136,241,900","14,800","15,100","14,700","8,080,821,164,000","0.81","546,001,430","65,370,005","11.97",
30,088350,대한생명,"8,760","-210","-2.3","5,685,712","50,235,743,260","9,000","9,000","8,750","7,608,322,800,000","0.77","868,530,000","85,911,257","9.89",
31,086790,하나금융지주,"35,050","300","0.9","2,169,281","76,053,523,830","35,000","35,600","34,400","7,425,398,334,650","0.75","211,851,593","136,320,615","64.35",
32,004020,현대제철,"85,900","-1,200","-1.4","974,492","83,442,111,400","87,300","87,300","85,100","7,328,513,402,500","0.74","85,314,475","15,988,098","18.74",
33,000720,현대건설,"62,100","-900","-1.4","803,502","50,336,362,400","63,600","64,000","62,000","6,915,193,006,500","0.70","111,355,765","21,322,538","19.15",
34,006400,삼성SDI,"142,000","-1,000","-0.7","349,214","50,064,567,000","143,000","145,500","141,500","6,469,284,422,000","0.65","45,558,341","8,038,587","17.64",
35,010950,S-Oil,"57,000","200","0.4","158,566","8,978,648,300","56,800","57,200","56,100","6,417,219,144,000","0.65","112,582,792","51,643,536","45.87",
36,029780,삼성카드,"51,300","-300","-0.6","276,606","14,088,135,800","51,500","51,900","50,300","6,307,791,108,300","0.63","122,958,891","12,916,949","10.51",
37,010140,삼성중공업,"26,350","-250","-0.9","766,960","20,274,213,750","26,650","26,700","26,100","6,083,566,421,100","0.61","230,875,386","48,358,382","20.95",
38,006360,GS건설,"97,500","400","0.4","216,587","21,190,005,800","97,400","99,200","97,200","4,972,500,000,000","0.50","51,000,000","26,145,737","51.27",
39,090430,아모레퍼시픽,"823,000","-16,000","-1.9","15,821","13,012,271,000","839,000","839,000","817,000","4,811,133,727,000","0.48","5,845,849","2,063,747","35.30",
40,003490,대한항공,"66,500","-1,500","-2.2","409,567","27,337,544,500","67,300","67,600","66,200","4,786,113,461,500","0.48","71,971,631","14,453,520","20.08",
41,051900,LG생활건강,"302,500","-500","-0.2","25,269","7,633,265,000","300,000","304,000","299,500","4,724,504,592,500","0.48","15,618,197","7,445,146","47.67",
42,003600,SK,"100,500","500","0.5","109,962","10,994,483,500","100,000","100,500","99,200","4,719,662,106,000","0.47","46,961,812","15,700,569","33.43",
43,028050,삼성엔지니어링,"117,000","-3,000","-2.5","427,641","50,913,101,500","121,000","122,500","116,500","4,680,000,000,000","0.47","40,000,000","14,891,677","37.23",
44,012450,삼성테크윈,"84,900","-100","-0.1","277,298","23,363,924,200","85,200","85,200","83,400","4,510,737,000,000","0.45","53,130,000","6,495,529","12.23",
45,010060,OCI,"197,000","-7,000","-3.4","287,122","57,110,827,500","206,500","206,500","194,000","4,508,211,828,000","0.45","22,884,324","6,626,294","28.96",
46,042660,대우조선해양,"21,700","150","0.7","905,405","19,505,078,350","21,550","21,700","21,350","4,153,179,448,600","0.42","191,390,758","29,893,619","15.62",
47,016360,삼성증권,"61,000","-1,300","-2.1","609,347","37,364,646,200","62,100","62,300","60,900","4,076,945,065,000","0.41","66,835,165","11,914,578","17.83",
48,011200,현대상선,"30,550","250","0.8","113,743","3,464,522,650","30,300","30,700","30,250","4,065,387,145,950","0.41","133,073,229","18,488,120","13.89",
49,032640,LG텔레콤,"7,720","50","0.6","1,372,034","10,563,887,365","7,690","7,750","7,670","3,974,208,406,200","0.40","514,793,835","139,890,307","27.17",
50,006800,대우증권,"20,400","-450","-2.2","1,259,503","25,906,740,300","20,850","20,950","20,350","3,878,058,176,400","0.39","190,100,891","17,708,176","9.32",
51,010130,고려아연,"202,000","5,500","2.8","191,461","38,587,455,500","195,500","203,500","195,000","3,811,740,000,000","0.38","18,870,000","3,882,807","20.58",
52,078930,GS,"40,100","450","1.1","351,557","14,081,463,400","39,900","40,400","39,750","3,725,906,657,800","0.37","92,915,378","17,596,876","18.94",
53,002380,KCC,"354,000","-1,000","-0.3","24,698","8,819,406,500","357,500","361,000","353,000","3,724,080,000,000","0.37","10,520,000","1,828,940","17.39",
54,036460,한국가스공사,"47,800","-150","-0.3","163,481","7,813,232,700","48,100","48,100","47,550","3,694,199,578,000","0.37","77,284,510","6,323,716","8.18",
55,086280,글로비스,"98,400","-2,100","-2.1","166,253","16,499,466,100","101,500","101,500","98,300","3,690,000,000,000","0.37","37,500,000","9,292,673","24.78",
56,035250,강원랜드,"17,000","0","0.0","269,934","4,538,352,900","17,000","17,000","16,650","3,636,988,500,000","0.37","213,940,500","64,874,513","30.32",
57,011170,호남석유,"113,500","-3,000","-2.6","204,420","23,616,941,000","118,000","118,000","113,500","3,616,110,000,000","0.36","31,860,000","6,553,611","20.57",
58,047040,대우건설,"11,000","-150","-1.4","1,141,149","12,664,936,050","11,250","11,250","10,950","3,582,907,196,000","0.36","325,718,836","25,718,907","7.90",
59,047050,대우인터내셔널,"36,000","800","2.3","168,451","5,934,839,200","35,200","36,000","34,800","3,522,183,804,000","0.35","97,838,439","7,283,627","7.44",
60,042670,두산인프라코어,"20,500","-350","-1.7","1,916,633","39,819,508,300","20,950","21,100","20,500","3,450,328,022,000","0.35","168,308,684","14,667,840","8.71",
61,000240,한국타이어,"21,450","-700","-3.2","784,987","16,995,578,550","22,300","22,300","21,400","3,264,473,977,050","0.33","152,189,929","61,769,604","40.59",
62,000150,두산,"128,500","4,500","3.6","282,217","35,952,488,000","125,000","129,000","124,500","3,196,564,972,000","0.32","24,875,992","3,551,120","14.28",
63,001300,제일모직,"63,900","400","0.6","317,686","20,156,423,800","63,100","64,200","62,800","3,195,000,000,000","0.32","50,000,000","12,038,865","24.08",
64,006260,LS,"98,800","-400","-0.4","171,854","16,853,158,000","100,500","100,500","97,000","3,181,360,000,000","0.32","32,200,000","4,623,630","14.36",
65,036570,엔씨소프트,"143,500","-500","-0.4","168,538","24,243,883,500","145,000","146,000","142,000","3,115,475,405,000","0.31","21,710,630","7,575,563","34.89",
66,010620,현대미포조선,"155,500","500","0.3","68,282","10,572,953,500","156,000","156,000","153,000","3,110,000,000,000","0.31","20,000,000","6,335,500","31.68",
67,034730,SK C&C,"62,000","-300","-0.5","141,365","8,802,143,700","62,300","62,900","61,700","3,100,000,000,000","0.31","50,000,000","1,808,448","3.62",
68,000880,한화,"41,250","-650","-1.6","335,706","13,957,472,050","42,000","42,200","41,250","3,092,047,818,750","0.31","74,958,735","10,698,409","14.27",
69,052690,한전기술,"78,000","-2,300","-2.9","274,495","21,621,040,100","79,300","79,900","78,000","2,981,160,000,000","0.30","38,220,000","643,032","1.68",
70,001740,SK네트웍스,"11,500","-200","-1.7","3,114,891","36,126,234,600","11,750","11,900","11,450","2,854,157,940,500","0.29","248,187,647","11,652,154","4.69",
71,004800,효성,"81,200","800","1.0","300,844","24,260,147,600","80,900","81,400","80,000","2,851,537,346,000","0.29","35,117,455","8,053,068","22.93",
72,097950,CJ제일제당,"225,000","-1,500","-0.7","58,295","13,155,698,000","227,500","228,500","223,000","2,779,599,825,000","0.28","12,353,777","2,878,507","23.30",
73,028670,STX팬오션,"13,400","0","0.0","2,749,851","37,461,654,800","13,450","13,900","13,300","2,758,495,136,400","0.28","205,857,846","23,725,445","11.53",
74,021240,웅진코웨이,"35,050","-50","-0.1","212,005","7,372,016,050","34,700","35,050","34,500","2,703,224,099,800","0.27","77,124,796","34,352,874","44.54",
75,000210,대림산업,"75,000","500","0.7","245,142","18,309,254,600","75,200","75,200","73,900","2,610,000,000,000","0.26","34,800,000","15,145,399","43.52",
76,046890,서울반도체,"43,600","-200","-0.5","524,253","23,130,923,050","44,250","44,550","43,500","2,542,115,440,000","0.26","58,305,400","12,767,607","21.90",
77,012630,현대산업,"33,050","-250","-0.8","273,543","9,033,296,300","33,450","33,450","32,750","2,491,447,149,000","0.25","75,384,180","45,521,877","60.39",
78,010120,LS산전,"80,300","-300","-0.4","147,423","11,786,266,500","80,500","80,600","79,400","2,409,000,000,000","0.24","30,000,000","2,683,459","8.94",
79,037620,미래에셋증권,"57,000","-1,400","-2.4","196,317","11,350,012,500","58,300","58,800","57,000","2,387,856,996,000","0.24","41,892,228","7,278,080","17.37",
80,069960,현대백화점,"103,500","-2,500","-2.4","99,061","10,231,978,000","106,000","106,000","102,000","2,350,663,227,000","0.24","22,711,722","9,451,614","41.62",
81,003450,현대증권,"13,600","-300","-2.2","667,033","9,147,520,300","13,950","13,950","13,550","2,312,000,000,000","0.23","170,000,000","20,302,070","11.94",
82,051600,한전KPS,"51,200","-1,500","-2.8","179,864","9,353,335,200","52,600","53,100","51,200","2,304,000,000,000","0.23","45,000,000","2,626,240","5.84",
83,117930,한진해운,"31,050","-1,150","-3.6","896,512","28,412,942,700","32,200","33,000","31,050","2,300,332,450,050","0.23","74,084,781","19,739,350","26.64",
84,005830,동부화재,"32,300","0","0.0","203,794","6,541,598,700","32,650","32,650","31,600","2,286,840,000,000","0.23","70,800,000","22,445,794","31.70",
85,005280,부산은행,"12,150","0","0.0","1,193,785","14,483,514,250","12,200","12,250","12,050","2,268,206,347,500","0.23","186,683,650","95,026,420","50.90",
86,011070,LG이노텍,"128,500","4,000","3.2","329,909","42,319,737,500","125,500","130,000","124,500","2,201,508,260,000","0.22","17,132,360","2,645,110","15.44",
87,068270,셀트리온,"19,850","-150","-0.8","765,863","15,175,923,300","20,100","20,150","19,650","2,143,682,210,100","0.22","107,994,066","7,224,954","6.69",
88,005940,우리투자증권,"15,700","-550","-3.4","564,883","8,992,757,750","16,100","16,200","15,700","2,080,467,649,100","0.21","132,513,863","19,309,495","14.57",
89,005270,대구은행,"15,150","500","3.4","1,300,105","19,341,320,300","14,650","15,150","14,550","2,001,693,750,000","0.20","132,125,000","93,127,325","70.48",
90,001040,CJ,"67,400","100","0.2","214,465","14,653,557,300","68,000","69,500","67,300","1,951,285,200,600","0.20","28,950,819","3,419,354","11.81",
91,009830,한화석화,"13,800","-250","-1.8","919,946","12,866,233,900","14,150","14,200","13,800","1,935,912,451,800","0.19","140,283,511","26,958,145","19.22",
92,004990,롯데제과,"1,319,000","32,000","2.5","741","964,283,000","1,298,000","1,319,000","1,285,000","1,874,826,600,000","0.19","1,421,400","590,141","41.52",
93,000100,유한양행,"172,500","500","0.3","27,007","4,644,763,254","172,000","173,000","170,000","1,833,046,237,500","0.18","10,626,355","4,052,556","38.14",
94,012750,에스원,"46,700","400","0.9","29,050","1,347,262,750","46,300","46,700","46,000","1,774,561,612,600","0.18","37,999,178","18,944,531","49.86",
