순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,005930,삼성전자,"368,000","10,500","2.9","738,768","271,918,204,000","365,000","371,000","363,000","55,890,787,520,000","13.68","151,877,140","86,007,280","56.63",1674
2,017670,SK텔레콤,"290,000","-2,000","-0.7","167,073","48,803,365,000","294,000","296,000","290,000","25,854,274,300,000","6.33","89,152,670","28,423,924","31.88",
3,030200,한국통신공사,"62,300","-700","-1.1","1,016,948","63,570,779,400","63,200","63,500","62,000","19,450,038,755,700","4.76","312,199,659","116,184,566","37.21",
4,060000,국민은행,"55,500","0","0.0","892,620","49,822,999,000","55,800","56,300","55,500","16,633,209,141,000","4.07","299,697,462","209,929,536","70.05",
5,015760,한국전력,"24,750","-1,050","-4.1","3,613,913","91,045,005,250","25,800","26,100","24,750","15,842,496,681,000","3.88","640,100,876","156,910,691","24.51",
6,005490,포항제철,"139,000","1,000","0.7","202,554","28,407,011,000","140,000","142,000","139,000","13,008,938,415,000","3.19","93,589,485","56,967,872","60.87",
7,005380,현대차,"41,900","900","2.2","1,036,782","43,654,185,800","41,800","42,800","41,500","9,179,816,613,800","2.25","219,088,702","118,412,108","54.05",
8,032390,KTF,"46,400","1,350","3.0","922,577","42,153,338,200","45,600","46,400","45,100","8,540,293,195,200","2.09","184,058,043","32,939,064","17.90",
9,002610,LG전자,"45,000","0","0.0","0","0","0","0","0","6,980,313,150,000","1.71","155,118,070","38,357,690","24.73",
10,009150,삼성전기,"77,500","500","0.6","515,226","40,247,874,000","78,000","79,300","77,200","5,788,761,440,000","1.42","74,693,696","27,718,656","37.11",
11,006400,삼성SDI,"115,000","2,000","1.8","517,018","59,253,290,000","118,500","118,500","111,000","5,335,049,755,000","1.31","46,391,737","20,633,193","44.48",
12,000270,기아차,"14,050","150","1.1","1,969,533","27,838,545,150","14,000","14,300","14,000","5,192,844,242,750","1.27","369,597,455","51,160,396","13.84",
13,055550,신한지주,"17,250","-200","-1.2","1,188,180","20,475,028,500","17,400","17,550","17,000","5,042,937,312,000","1.23","292,344,192","146,862,927","50.24",
14,005935,삼성전자(1우),"196,000","16,000","8.9","570,312","110,006,272,000","187,000","196,500","185,500","4,683,111,692,000","1.15","23,893,427","14,720,192","61.61",
15,000010,조흥은행,"6,750","310","4.8","11,976,604","80,616,038,500","6,800","6,840","6,610","4,583,840,031,000","1.12","679,087,412","8,916,866","1.31",
16,035250,강원랜드,"209,000","5,500","2.7","342,554","71,351,995,500","204,000","212,000","201,000","4,180,000,000,000","1.02","20,000,000","2,680,440","13.40",
17,031150,국민카드,"55,900","0","0.0","126,860","7,083,129,900","55,500","56,500","55,500","4,091,880,000,000","1.00","73,200,000","13,932,763","19.03",
18,000810,삼성화재,"73,700","2,200","3.1","101,030","7,407,687,000","73,300","74,500","72,200","3,655,876,486,900","0.90","49,604,837","26,765,969","53.96",
19,016360,삼성증권,"53,700","500","0.9","367,614","19,769,111,800","54,500","54,500","53,200","3,548,000,939,700","0.87","66,070,781","28,726,402","43.48",
20,033780,담배인삼공사,"17,050","-500","-2.8","347,477","6,033,538,350","17,650","17,700","17,050","3,256,411,843,850","0.80","190,991,897","30,955,787","16.21",
21,004170,신세계,"213,000","4,000","1.9","30,378","6,479,239,000","215,000","217,000","212,000","3,165,286,500,000","0.77","14,860,500","7,658,704","51.54",
22,010950,S-Oil,"26,800","1,350","5.3","99,990","2,651,934,000","26,200","27,200","25,800","3,017,218,825,600","0.74","112,582,792","46,910,482","41.67",
23,032640,LG텔레콤,"10,550","250","2.4","3,775,752","39,983,086,800","10,500","10,900","10,300","2,925,287,436,500","0.72","277,278,430","52,547,061","18.95",
24,051910,LG화학,"43,700","0","0.0","315,311","13,748,074,200","43,500","44,550","42,550","2,815,375,296,800","0.69","64,425,064","24,736,331","38.40",
25,007360,하나은행,"20,000","-450","-2.2","1,098,295","21,848,844,000","20,400","20,450","19,600","2,727,044,060,000","0.67","136,352,203","71,158,867","52.19",
26,005940,LG투자증권,"21,500","100","0.5","1,440,245","30,740,301,500","21,000","21,800","20,950","2,689,467,680,000","0.66","125,091,520","12,768,350","10.21",
27,012330,현대모비스,"31,850","250","0.8","670,860","21,398,494,000","31,600","32,250","31,550","2,644,541,108,300","0.65","83,031,118","19,270,122","23.21",
28,009540,현대중공업,"34,200","-100","-0.3","234,265","8,020,787,000","34,000","34,700","33,900","2,599,200,000,000","0.64","76,000,000","5,696,138","7.49",
29,024110,기업은행,"8,770","-30","-0.3","646,742","5,725,296,860","8,930","9,060","8,740","2,488,168,824,510","0.61","283,713,663","3,847,333","1.36",
30,003600,SK,"18,500","-350","-1.9","2,601,895","48,657,687,500","19,300","19,400","18,200","2,348,442,207,000","0.57","126,942,822","36,270,205","28.57",
31,033630,하나로통신,"7,450","250","3.5","7,683,142","56,873,121,720","7,200","7,530","7,200","2,020,562,835,600","0.49","271,216,488","17,560,461","6.47",
32,016830,한미은행,"12,300","50","0.4","576,845","7,132,298,000","12,500","12,550","12,250","2,005,721,209,500","0.49","163,066,765","97,744,602","59.94",
33,000830,삼성물산,"12,250","-300","-2.4","2,156,350","26,727,858,500","12,650","12,750","12,150","1,904,085,218,000","0.47","155,435,528","42,835,364","27.56",
34,042660,대우조선,"9,200","-100","-1.1","555,092","5,121,250,800","9,400","9,400","9,150","1,825,194,973,600","0.45","198,390,758","9,821,359","4.95",
35,006800,대우증권,"9,540","-260","-2.6","2,977,051","28,606,042,640","9,800","9,930","9,390","1,813,562,500,140","0.44","190,100,891","15,783,871","8.30",
36,000720,현대건설,"3,630","-45","-1.2","3,946,929","14,366,500,070","3,675","3,730","3,570","1,767,303,179,400","0.43","486,860,380","5,748,225","1.18",
37,002380,금강고려,"155,000","-1,000","-0.6","39,427","6,212,105,000","156,000","159,000","155,000","1,743,821,455,000","0.43","11,250,461","3,453,515","30.70",
38,028080,휴맥스,"62,900","3,100","5.2","779,647","48,388,938,300","60,700","63,400","60,600","1,682,262,324,100","0.41","26,745,029","12,165,499","45.49",
39,003550,LGCI,"16,000","-300","-1.8","1,025,809","16,546,527,000","16,400","16,700","15,800","1,516,318,368,000","0.37","94,769,898","7,755,753","8.18",
40,038400,외환신용카드,"36,150","-400","-1.1","128,376","4,645,683,400","36,000","36,950","36,000","1,510,131,618,300","0.37","41,774,042","17,682,099","42.33",
41,000140,하이트맥주,"81,500","0","0.0","27,721","2,270,603,500","82,800","83,300","81,000","1,484,361,782,000","0.36","18,213,028","8,344,268","45.81",
42,034120,SBS,"56,800","300","0.5","81,500","4,613,294,900","56,000","56,900","56,000","1,481,066,645,600","0.36","26,075,117","0","0.00",
